name,description,category,subcategory,price,image_url,local_image_path,features
Timberland Unisex Rubber Sole Brush Shoe Accessories,Unisex Shoe Accessories in Black for Casual,Accessories,Shoe Accessories,92.0,/static/images/fashion_6842.jpg,static/images/fashion_6842.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""shoe accessories"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""unisex"", ""article_type"": ""shoe accessories"", ""season"": ""summer"", ""year"": 2011}"
ADIDAS Men Lfc Auth Hood Grey Sweatshirts,Men Sweatshirts in Grey for Sports,Apparel,Topwear,139.0,/static/images/fashion_13089.jpg,static/images/fashion_13089.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""grey""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sweatshirts"", ""season"": ""fall"", ""year"": 2011}"
David Beckham Signature Men Deos,Men Deodorant in White for Casual,Personal Care,Fragrance,111.0,/static/images/fashion_18461.jpg,static/images/fashion_18461.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""fragrance"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""deodorant"", ""season"": ""spring"", ""year"": 2017}"
Buckaroo Men Flores Black Formal Shoes,Men Formal Shoes in Black for Formal,Footwear,Shoes,86.0,/static/images/fashion_9036.jpg,static/images/fashion_9036.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""formal shoes"", ""season"": ""winter"", ""year"": 2011}"
Pitaraa Women Bronze Beaded Bracelet,Women Bracelet in Bronze for Casual,Accessories,Jewellery,61.0,/static/images/fashion_48311.jpg,static/images/fashion_48311.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""jewellery"", ""colors"": [""bronze""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""bracelet"", ""season"": ""winter"", ""year"": 2012}"
Fila Men's Round Neck Navy Blue T-shirt,Men Tshirts in Navy Blue for Sports,Apparel,Topwear,140.0,/static/images/fashion_7990.jpg,static/images/fashion_7990.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""navy blue""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
Colorbar Soft Touch Show Stopper Copper Lipstick 037,Women Lipstick in Brown for Casual,Personal Care,Lips,69.0,/static/images/fashion_56019.jpg,static/images/fashion_56019.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""lips"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""lipstick"", ""season"": ""spring"", ""year"": 2017}"
Murcia Women Casual Brown Handbag,Women Handbags in Brown for Casual,Accessories,Bags,127.0,/static/images/fashion_21977.jpg,static/images/fashion_21977.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""winter"", ""year"": 2015}"
John Players Men Navy Blue Shirt,Men Shirts in Navy Blue for Formal,Apparel,Topwear,62.0,/static/images/fashion_37812.jpg,static/images/fashion_37812.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""navy blue""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""summer"", ""year"": 2012}"
Disney Kids Boy's Crew Sea Life Sialing Green Teen Kidswear,Boys Tshirts in Green for Casual,Apparel,Topwear,79.0,/static/images/fashion_4729.jpg,static/images/fashion_4729.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""green""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""boys"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2011}"
John Players Men Brown Shirt,Men Shirts in Brown for Casual,Apparel,Topwear,75.0,/static/images/fashion_56825.jpg,static/images/fashion_56825.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""summer"", ""year"": 2012}"
Gas Men Europa White Shoes,Men Casual Shoes in White for Casual,Footwear,Shoes,138.0,/static/images/fashion_39988.jpg,static/images/fashion_39988.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""casual shoes"", ""season"": ""winter"", ""year"": 2014}"
Carlton London Women Black & Gold Toned Flats,Women Flats in Black for Casual,Footwear,Shoes,101.0,/static/images/fashion_59051.jpg,static/images/fashion_59051.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""flats"", ""season"": ""winter"", ""year"": 2012}"
Diva Women Embroided Green Kurta,Women Kurtas in Green for Ethnic,Apparel,Topwear,149.0,/static/images/fashion_20099.jpg,static/images/fashion_20099.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""green""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""kurtas"", ""season"": ""fall"", ""year"": 2011}"
Rocky S Women White Handbag,Women Handbags in White for Casual,Accessories,Bags,133.0,/static/images/fashion_58183.jpg,static/images/fashion_58183.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""summer"", ""year"": 2012}"
Kiara Women Teal Handbag,Women Handbags in Teal for Casual,Accessories,Bags,92.0,/static/images/fashion_29742.jpg,static/images/fashion_29742.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""teal""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""summer"", ""year"": 2012}"
Fossil Women Copper Chronograph Watch CH2589,Women Watches in Copper for Casual,Accessories,Watches,108.0,/static/images/fashion_51658.jpg,static/images/fashion_51658.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""copper""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Jealous 21 Women's Pink T-shirt,Women Tshirts in Pink for Casual,Apparel,Topwear,104.0,/static/images/fashion_3954.jpg,static/images/fashion_3954.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""pink""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2011}"
Peter England Men Formal Black Belt,Men Belts in Black for Formal,Accessories,Belts,89.0,/static/images/fashion_18839.jpg,static/images/fashion_18839.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""belts"", ""colors"": [""black""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""belts"", ""season"": ""fall"", ""year"": 2011}"
Catwalk Women Leather Brown Flats,Women Flats in Brown for Casual,Footwear,Shoes,136.0,/static/images/fashion_2886.jpg,static/images/fashion_2886.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""flats"", ""season"": ""winter"", ""year"": 2015}"
Maxima Ssteele Men Off White Watch,Men Watches in Off White for Casual,Accessories,Watches,128.0,/static/images/fashion_23278.jpg,static/images/fashion_23278.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""off white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
W Women Printed Beige Kurta,Women Kurtas in Beige for Ethnic,Apparel,Topwear,140.0,/static/images/fashion_28690.jpg,static/images/fashion_28690.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""beige""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""kurtas"", ""season"": ""summer"", ""year"": 2012}"
Scullers Men  Grey Waistcoat,Men Waistcoat in Grey for Casual,Apparel,Topwear,130.0,/static/images/fashion_8580.jpg,static/images/fashion_8580.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""grey""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""waistcoat"", ""season"": ""fall"", ""year"": 2011}"
Nike Men's Incinerate MSL White Blue Shoe,Men Sports Shoes in White for Sports,Footwear,Shoes,118.0,/static/images/fashion_3168.jpg,static/images/fashion_3168.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""white""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sports shoes"", ""season"": ""fall"", ""year"": 2010}"
Puma Men Long Logo Black Bermuda,Men Shorts in Black for Sports,Apparel,Bottomwear,55.0,/static/images/fashion_18005.jpg,static/images/fashion_18005.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""bottomwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shorts"", ""season"": ""summer"", ""year"": 2011}"
Levis Men Boxer Maroon Brief,Men Briefs in Maroon for Casual,Apparel,Innerwear,121.0,/static/images/fashion_17871.jpg,static/images/fashion_17871.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""innerwear"", ""colors"": [""maroon""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""briefs"", ""season"": ""winter"", ""year"": 2016}"
John Miller Men Stripes White Red Shirts,Men Shirts in Red for Formal,Apparel,Topwear,102.0,/static/images/fashion_9452.jpg,static/images/fashion_9452.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""red""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""fall"", ""year"": 2011}"
Baggit Women Hood Dabang Black Belt,Women Belts in Black for Casual,Accessories,Belts,52.0,/static/images/fashion_38402.jpg,static/images/fashion_38402.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""belts"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""belts"", ""season"": ""summer"", ""year"": 2012}"
Maxima Women White Dial Watch,Women Watches in White for Casual,Accessories,Watches,134.0,/static/images/fashion_44984.jpg,static/images/fashion_44984.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Clarks Men Hang Work Leather Black Formal Shoes,Men Formal Shoes in Black for Formal,Footwear,Shoes,118.0,/static/images/fashion_10268.jpg,static/images/fashion_10268.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""formal shoes"", ""season"": ""fall"", ""year"": 2012}"
Vishudh Women Brown Kurta,Women Kurtas in Brown for Ethnic,Apparel,Topwear,106.0,/static/images/fashion_45856.jpg,static/images/fashion_45856.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""brown""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""kurtas"", ""season"": ""summer"", ""year"": 2012}"
Playboy Men Blue Titanium Briefs,Men Briefs in Blue for Casual,Apparel,Innerwear,88.0,/static/images/fashion_32138.jpg,static/images/fashion_32138.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""innerwear"", ""colors"": [""blue""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""briefs"", ""season"": ""summer"", ""year"": 2016}"
Arrow Men Black Formal Shoes,Men Formal Shoes in Black for Formal,Footwear,Shoes,85.0,/static/images/fashion_59435.jpg,static/images/fashion_59435.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""formal""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""formal shoes"", ""season"": ""summer"", ""year"": 2012}"
Puma Men's Stripe Polo Black T-shirt,Men Tshirts in Black for Casual,Apparel,Topwear,141.0,/static/images/fashion_5891.jpg,static/images/fashion_5891.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2011}"
Nike Women Purple Polo T-shirt,Women Tshirts in Purple for Casual,Apparel,Topwear,80.0,/static/images/fashion_38630.jpg,static/images/fashion_38630.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""purple""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""tshirts"", ""season"": ""summer"", ""year"": 2012}"
Gini and Jony Boy's Kaleb White Brown Kidswear,Men Shirts in White for Casual,Apparel,Topwear,93.0,/static/images/fashion_4943.jpg,static/images/fashion_4943.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""white""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""shirts"", ""season"": ""summer"", ""year"": 2011}"
Carrera Men Dial steel finish strap Silver Watches,Men Watches in Silver for Casual,Accessories,Watches,138.0,/static/images/fashion_11188.jpg,static/images/fashion_11188.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""silver""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
Wrangler Men Motor Rider Red T-Shirts,Men Tshirts in Red for Casual,Apparel,Topwear,116.0,/static/images/fashion_10866.jpg,static/images/fashion_10866.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""red""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
FNF Pink & Grey Wedding Collection Sari,Women Sarees in Grey for Ethnic,Apparel,Saree,57.0,/static/images/fashion_59607.jpg,static/images/fashion_59607.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""saree"", ""colors"": [""grey""], ""patterns"": [], ""style"": [""ethnic""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""sarees"", ""season"": ""fall"", ""year"": 2012}"
Puma Men Scribble Black Tshirts,Men Tshirts in Black for Casual,Apparel,Topwear,78.0,/static/images/fashion_15528.jpg,static/images/fashion_15528.jpg,"{""main_category"": ""apparel"", ""subcategory"": ""topwear"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""tshirts"", ""season"": ""fall"", ""year"": 2011}"
CASIO EDIFICE Men Black Dial Chronograph Watch ED60,Men Watches in Black for Casual,Accessories,Watches,108.0,/static/images/fashion_45258.jpg,static/images/fashion_45258.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""watches"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""watches"", ""season"": ""winter"", ""year"": 2016}"
French Connection Women Beige Handbag,Women Handbags in Beige for Casual,Accessories,Bags,91.0,/static/images/fashion_42841.jpg,static/images/fashion_42841.jpg,"{""main_category"": ""accessories"", ""subcategory"": ""bags"", ""colors"": [""beige""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""handbags"", ""season"": ""summer"", ""year"": 2012}"
Timberland Men Black Casual Shoes,Men Casual Shoes in Black for Casual,Footwear,Shoes,148.0,/static/images/fashion_22198.jpg,static/images/fashion_22198.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""black""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""casual shoes"", ""season"": ""fall"", ""year"": 2012}"
Vans Men Classic Slip-On Purple & Black Shoes,Men Casual Shoes in Purple for Casual,Footwear,Shoes,120.0,/static/images/fashion_29570.jpg,static/images/fashion_29570.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""purple""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""casual shoes"", ""season"": ""summer"", ""year"": 2012}"
Police Women Passion Perfume,Women Perfume and Body Mist in Pink for Casual,Personal Care,Fragrance,143.0,/static/images/fashion_43993.jpg,static/images/fashion_43993.jpg,"{""main_category"": ""personal care"", ""subcategory"": ""fragrance"", ""colors"": [""pink""], ""patterns"": [], ""style"": [""casual""], ""material"": """", ""brand"": """", ""gender"": ""women"", ""article_type"": ""perfume and body mist"", ""season"": ""spring"", ""year"": 2017}"
ADIDAS Men's Lowell White Silver Shoe,Men Sports Shoes in White for Sports,Footwear,Shoes,78.0,/static/images/fashion_6628.jpg,static/images/fashion_6628.jpg,"{""main_category"": ""footwear"", ""subcategory"": ""shoes"", ""colors"": [""white""], ""patterns"": [], ""style"": [""sports""], ""material"": """", ""brand"": """", ""gender"": ""men"", ""article_type"": ""sports shoes"", ""season"": ""summer"", ""year"": 2011}"
